Vardas367           Pavarde367  1  4  1  5  1  4  5  2  2  1  6  3  1  3  4  1 ; final points 1.75
Vardas9404         Pavarde9404  5  4  3  2  1  3  7  1  5  6  2  7  9  6  4  2 ; final points 2.93
Vardas4923         Pavarde4923 10  2 10  4  1  9  1  2  7  2  1  2  4  5  5  2 ; final points 2.93
Vardas8139         Pavarde8139  2  2 10  4  4  9  5  8 10 10  6  5  1  6  6  1 ; final points 2.95
Vardas9430         Pavarde9430 10  7  8  2  5  4 10  2  7  8  4  2  4  5 10  1 ; final points 2.95
Vardas8634         Pavarde8634  1  9  7  6  2  8  1  6  9  4  5  6  5  9 10  1 ; final points 2.95
Vardas798           Pavarde798  9  7 10  2  6  5  4  4  6  4  1 10 10  2  8  1 ; final points 2.95
Vardas6155         Pavarde6155  7  3  6  7  6  6  5 10  8  6  6  2  6  8  2  1 ; final points 2.95
Vardas5746         Pavarde5746  4  6  1  5  3 10 10  1 10  6  5  8  3  8  8  1 ; final points 2.95
Vardas3562         Pavarde3562  4  8  7  3  2 10  9  5  6  9  9  7  2  2  5  1 ; final points 2.95
Vardas53             Pavarde53 10  5  3 10  3  7  6  8  2  9  5  7  1  4  8  1 ; final points 2.95
Vardas8809         Pavarde8809  9  1  3  8  8  9  2  7  4  7 10  6  3  7  4  1 ; final points 2.95
Vardas6602         Pavarde6602  3  7 10  5  5  8  8  4  5  1  5  8  8  6  5  1 ; final points 2.95
Vardas5606         Pavarde5606  8 10  8  1 10  5  6  1  2  4  9  7  4  6  7  1 ; final points 2.95
Vardas8833         Pavarde8833  6  2  4  8  8  6  8  8  7  3  3  6  9  7  3  1 ; final points 2.95
Vardas1735         Pavarde1735  1  3  7  1  4 10  6  9  5 10  7  5  9  2  9  1 ; final points 2.95
Vardas4253         Pavarde4253  3  7  2  9  4  9  8  5  8  6  5  8  5  8  1  1 ; final points 2.95
Vardas731           Pavarde731  5  3  3  1 10  6 10  5  6  1  9  6  4  9 10  1 ; final points 2.95
Vardas3745         Pavarde3745 10  6  4  6  9  3  6  3 10  1  7  6  8  3  6  1 ; final points 2.95
Vardas3507         Pavarde3507  9  6  8  6  7  2  8  7  5  8  2  4  8  6  2  1 ; final points 2.95
Vardas295           Pavarde295  7  6  3 10  1  7  3  2  6  7  6 10  6  9  5  1 ; final points 2.95
Vardas1219         Pavarde1219  7  9  1  6  3  8  7  3  5  9 10  8  4  4  4  1 ; final points 2.95
Vardas5733         Pavarde5733  2 10  2  6  4 10  9  7  9  4  9  1  6  5  4  1 ; final points 2.95
Vardas5226         Pavarde5226  9  9  5  4  3  4  5  1  8 10  3  6  7 10  4  1 ; final points 2.95
Vardas1183         Pavarde1183 10 10  9  9  5  4  5  6  4  8  1  5  4  3  5  1 ; final points 2.95
Vardas7663         Pavarde7663  6  3  7  5  5  6  9  1  8  8  9  5  8  3  5  1 ; final points 2.95
Vardas8251         Pavarde8251 10  8  1  3  4  5  3  7  9  3 10  3  4  8 10  1 ; final points 2.95
Vardas1571         Pavarde1571  5  2  3  2  8  9  9  2  5  5  6  7 10 10  5  1 ; final points 2.95
Vardas1424         Pavarde1424  2  2  3  9  7 10  4  7  6  1  7  8  9 10  3  1 ; final points 2.95
Vardas4661         Pavarde4661  8  4  5  3  7  8  4  2 10  2  8  1 10  7  9  1 ; final points 2.95
Vardas677           Pavarde677  9  4  4  7  8  2 10 10  4  9  3  6  1  1 10  1 ; final points 2.95
Vardas3207         Pavarde3207  1  6  5  7  8  9  5  1 10  6  2 10 10  1  7  1 ; final points 2.95
Vardas9209         Pavarde9209  4 10  1 10  3  2 10  7  6  8  3  3  8  7  6  1 ; final points 2.95
Vardas1456         Pavarde1456  9  4  9  4  5 10  5  1  6  5 10  6  9  4  1  1 ; final points 2.95
Vardas9175         Pavarde9175  6  5 10  4  7 10  1  3 10  6 10  6  2  3  5  1 ; final points 2.95
Vardas2214         Pavarde2214  9  6  9  1  3  4 10  1  3  8  6  6 10  9  3  1 ; final points 2.95
Vardas6189         Pavarde6189  7  5  8  7  1 10  2  1  3  5  9  5 10  5 10  1 ; final points 2.95
Vardas8681         Pavarde8681  8  4  3  1  3  3  6  7  1  6  4  1  4  8  7  2 ; final points 2.96
Vardas9911         Pavarde9911  9  3  2  2  1  1  3  2  4  2 10  6  9  6  6  2 ; final points 2.96
Vardas3167         Pavarde3167  9  6  2  4  3  6  6  4  9  2  6  1  1  5  2  2 ; final points 2.96
Vardas4887         Pavarde4887  3  2  4  4  8  9 10  8  1  1  4  4  2  1  5  2 ; final points 2.96
Vardas7605         Pavarde7605  4 10  9  3  4  1  1  7  1  9  1  4  2  1  9  2 ; final points 2.96
Vardas2461         Pavarde2461  3  2  2  3  7  6  8  5  4  5  2  6  1  7  5  2 ; final points 2.96
Vardas3117         Pavarde3117  2  4  5  2  1  6  2  5  8  1  7  9  8  1  5  2 ; final points 2.96
Vardas3620         Pavarde3620  1  6  1  2  7  9  3  2  6 10  2  3  7  2  5  2 ; final points 2.96
Vardas3119         Pavarde3119  9  2  3 10  5  9 10  4  2  4  2  1  2  2  1  2 ; final points 2.96
Vardas7976         Pavarde7976  8  8  8  9 10  3  1  5 10  3  5  7  1  1 10  1 ; final points 2.97
Vardas2197         Pavarde2197  3  8  6 10  3  8  5  9  5  3 10  8  2  4  5  1 ; final points 2.97
Vardas3135         Pavarde3135  6 10 10  6  8  9  1  8  5  2  5  2  1  7  9  1 ; final points 2.97
Vardas4266         Pavarde4266  9  1  1 10 10  8 10  7 10  2  4  5  8  2  2  1 ; final points 2.97
Vardas35             Pavarde35  7  6 10  8  1  3  8  4  4  4  8  7  3  9  7  1 ; final points 2.97
Vardas2556         Pavarde2556  3  3  9 10 10  2  2  5 10  5  7 10  2  8  3  1 ; final points 2.97
Vardas8057         Pavarde8057  4  4 10 10  6  7  3  8  9  3  6  6  2  7  4  1 ; final points 2.97
Vardas1839         Pavarde1839  7  9 10  4  6  2  3  5  6 10  9  6  3  6  3  1 ; final points 2.97
Vardas8068         Pavarde8068  6  5  2  4  8 10  2 10  4 10  8 10  4  2  4  1 ; final points 2.97
Vardas1215         Pavarde1215  9  5  7  9  6  5 10  7  4  6  8  2  4  5  2  1 ; final points 2.97
Vardas1992         Pavarde1992  9  7  9  8  6  8  2  2  4  5  7  1  7  5  9  1 ; final points 2.97
Vardas6901         Pavarde6901  8  4  7  9  7 10  1  9  1  6  3  4  9  4  7  1 ; final points 2.97
Vardas2591         Pavarde2591 10  5  4  5  1  6  9 10  6  5  9 10  1  1  7  1 ; final points 2.97
Vardas6526         Pavarde6526  4  8  4  5  1  5  9  7  5  5  8 10  9  8  1  1 ; final points 2.97
Vardas7054         Pavarde7054  2  1  7  4  1 10  5  6  7  8  8 10  6  9  5  1 ; final points 2.97
Vardas6260         Pavarde6260  1  8  2  3  7  4  3  3 10  7  8  8  8  8  9  1 ; final points 2.97
Vardas5028         Pavarde5028  1  6  8  9  7  1  7  9  7  1  6  9  4  5  9  1 ; final points 2.97
Vardas7175         Pavarde7175  5  6 10  2 10  6  1 10  7 10  7  2  2  5  6  1 ; final points 2.97
Vardas5633         Pavarde5633  7  2  7  4  2  2  9  9 10  7  9  3  3  9  6  1 ; final points 2.97
Vardas478           Pavarde478 10  1  9  2  4  6 10  5  8  1 10  7  4  3  9  1 ; final points 2.97
Vardas316           Pavarde316 10  2  1  6  8  5  9 10  8  7  6  2  2  5  8  1 ; final points 2.97
Vardas9260         Pavarde9260  3 10  5  5  7  3  6  8  5  4  7  3 10  4  9  1 ; final points 2.97
Vardas2454         Pavarde2454  5 10  6  2 10  4  6  7  9  7  3  9  1  8  2  1 ; final points 2.97
Vardas6735         Pavarde6735  2  1 10 10  5 10 10  1 10  4  4  8  9  3  2  1 ; final points 2.97
Vardas8286         Pavarde8286  8  1  4  6  1  8  4  5 10 10  5  3  6 10  8  1 ; final points 2.97
Vardas6244         Pavarde6244  5  4  6  7  9 10  4  9  6  2  6  2  6  6  7  1 ; final points 2.97
Vardas4467         Pavarde4467 10  9  6  5  9  5  7  3  6  3  5  9  4  3  5  1 ; final points 2.97
Vardas2459         Pavarde2459  1  5  7  9  5  5  6  9  6  3 10  4  9  4  6  1 ; final points 2.97
Vardas4463         Pavarde4463  8  4  4  7  4  8  6  1  9  8  2  8  8  3  9  1 ; final points 2.97
Vardas3658         Pavarde3658  3  7 10  4  7 10 10  3  1  2  9 10 10  2  1  1 ; final points 2.97
Vardas3008         Pavarde3008  5  3 10  7  8  1  3  7  8  7  3  4 10  8  5  1 ; final points 2.97
Vardas4362         Pavarde4362  2  9  3  2 10  6  5  6  4  6 10 10  5  4  7  1 ; final points 2.97
Vardas3033         Pavarde3033  9  5  5  1  2  1  4 10  4  7  3  4  1  7  4  2 ; final points 2.99
Vardas4019         Pavarde4019  1  4  3  8  5  6  7  5  2  2  3  9  1  9  2  2 ; final points 2.99
Vardas6894         Pavarde6894  9  2  8  1  4  2  1  6  7  5  4  4  6  2  6  2 ; final points 2.99
Vardas8754         Pavarde8754  7  7  1  1  6  2  5  8  5  2  4  8  4  3  4  2 ; final points 2.99
Vardas3237         Pavarde3237  1  1  4  2 10  3  9  5  3  9  8  4  4  3  1  2 ; final points 2.99
Vardas4665         Pavarde4665  5  3 10  8  7  1  5  9  1  5  1  7  2  1  2  2 ; final points 2.99
Vardas2494         Pavarde2494  9  5  2  7  2  2  3  2  6  5  5  3  6  9  1  2 ; final points 2.99
Vardas5352         Pavarde5352  8 10  5  3  2  2  1  5  2  9  4  2  9  4  1  2 ; final points 2.99
Vardas7103         Pavarde7103  3  6  1  5  1  8  2  1  4  6  4  6  6  5  9  2 ; final points 2.99
Vardas3435         Pavarde3435  3  6  2  6  5  5 10  7  4  1  2  5  4  5  2  2 ; final points 2.99
Vardas9601         Pavarde9601  4  4  5  3  8  9  1  1  7  8  2  5  4  4  2  2 ; final points 2.99
Vardas1607         Pavarde1607  1 10  9  4  7  2  4  2  6  5  9  1  1  4  2  2 ; final points 2.99
Vardas2435         Pavarde2435  2  4  7  5  2  8  6  1  3  5  3  5  9  4  3  2 ; final points 2.99
Vardas1862         Pavarde1862  1  5  2  6  4  6  4  9  3  3  6  1  4  9  4  2 ; final points 2.99
Vardas4395         Pavarde4395  5 10  6  6  1  2  1  4  3  1 10  1  5  8  4  2 ; final points 2.99
Vardas6795         Pavarde6795  5  1  4 10  6  1  7  1  4 10  6  3  5  3  1  2 ; final points 2.99
Vardas6376         Pavarde6376 10  5  6  2  1  8  1  1  4 10  3  6  8  1  1  2 ; final points 2.99
Vardas4612         Pavarde4612  3  7  2  1  7  1  7  1  5  2 10  7  2  5  7  2 ; final points 2.99
Vardas6292         Pavarde6292  4  2 10  6 10  4  4 10  9  7  3  5  5  9  2  1 ; final points 3.00
Vardas4428         Pavarde4428  1  7  8  2 10  5  1  9 10  6  4  6  2 10  9  1 ; final points 3.00
Vardas7412         Pavarde7412  2  6  3 10  4  4  7  6  4  8  7 10 10  2  7  1 ; final points 3.00
Vardas3819         Pavarde3819  1  9  3  9  4  7  2  3  4  2 10 10 10  8  8  1 ; final points 3.00
Vardas7984         Pavarde7984  7  2  8 10  4  3  9  3  1  5 10  3  9  7  9  1 ; final points 3.00
Vardas3320         Pavarde3320  8  7  5  6  7  8  7  5  1 10  7  4  3  9  3  1 ; final points 3.00
Vardas934           Pavarde934 10  6 10  6  2 10  6  9 10  1  7  2  2  5  4  1 ; final points 3.00
Vardas7640         Pavarde7640  7  7  5  2  4  9  2  9  3  8  9  7  2  6 10  1 ; final points 3.00
Vardas7288         Pavarde7288  5  6  9  3  9  6 10  3 10  3 10  2  4  1  9  1 ; final points 3.00
Vardas8621         Pavarde8621  4 10  8  5  7  4  5  5  7  5  3  5  8  5  9  1 ; final points 3.00
Vardas8008         Pavarde8008  8  7  9  5  9  6  7  4  7  2 10  6  1  8  1  1 ; final points 3.00
Vardas5359         Pavarde5359  8  1  9  8  9  9  9  4  2  8  6  5  1  4  7  1 ; final points 3.00
Vardas6870         Pavarde6870  9  1  9  7  3  4  4  2  4  7  5  9 10  9  7  1 ; final points 3.00
Vardas7978         Pavarde7978 10  3  1 10  9  5  8  8  9  4  4  1  5  6  7  1 ; final points 3.00
Vardas1561         Pavarde1561  6 10  4  7  3  2 10  7  8  8  5  7  3  3  7  1 ; final points 3.00
Vardas6377         Pavarde6377  4 10  1 10  8  4  6  5  9  8  2  6 10  6  1  1 ; final points 3.00
Vardas445           Pavarde445  1  5  8  6  9 10  9  5  5  7  5  2  3 10  5  1 ; final points 3.00
Vardas8152         Pavarde8152 10  5  8  7  3  9  4 10  4  2  6  7  2  8  5  1 ; final points 3.00
Vardas4728         Pavarde4728  4 10  5  5  9 10  7  2  9  2  1 10  2  5  9  1 ; final points 3.00
Vardas3927         Pavarde3927  5  4 10 10  2  2 10  2  6  8  6  6  8  2  9  1 ; final points 3.00
Vardas304           Pavarde304  3 10  9  3  7  1  4 10  7 10  4  1  4  9  8  1 ; final points 3.00
Vardas4506         Pavarde4506  6 10  4  1  5 10  8  2 10  2  2 10  9  3  8  1 ; final points 3.00
Vardas8547         Pavarde8547  4  2  9  3  6  7  2  6  8  8  4 10  5  9  7  1 ; final points 3.00
Vardas4052         Pavarde4052  1  3  6 10  2  6  8  4 10 10  9  9  1  5  6  1 ; final points 3.00
Vardas4173         Pavarde4173  4  5  6  3  2  1  3  3  1  8  2  2  1  1  3  3 ; final points 3.00
Vardas4844         Pavarde4844  3  9  7  9  1  4  7  6  6  8  5  8  3  8  6  1 ; final points 3.00
Vardas4658         Pavarde4658  4  6  5  8  9  7  9  7  2  9  4  5  6  6  3  1 ; final points 3.00
Vardas3086         Pavarde3086 10  2  1  6  9 10  3  1  4  9  8  6  4 10  7  1 ; final points 3.00
Vardas8832         Pavarde8832  4  5  1  9  9  5  8  5  4  2 10  9  5 10  4  1 ; final points 3.00
Vardas9759         Pavarde9759  4  9 10  3  3  6  2  4  8  9  6  8  7 10  1  1 ; final points 3.00
Vardas5537         Pavarde5537  6  2  1  6  6  4  2  4  2  8  2  7  1  7 10  2 ; final points 3.01
Vardas7276         Pavarde7276  8  3  8 10  7  3  2  1  6  1  1  3  5  6  4  2 ; final points 3.01
Vardas9722         Pavarde9722  7 10  6  4  1  1  2  1  6  7  2  1 10  8  2  2 ; final points 3.01
Vardas2291         Pavarde2291  5  3  5  3  5  2 10  2  2  7  2 10  1  1 10  2 ; final points 3.01
Vardas354           Pavarde354  4  1  3  6  2  7  4  2  9  3  5  7  6  8  1  2 ; final points 3.01
Vardas5411         Pavarde5411  4  8  9  2  1  8  3  3  5  2  4  6  5  1  7  2 ; final points 3.01
Vardas8750         Pavarde8750 10  2  7  6  6  3  8  1  2  3  9  2  2  3  4  2 ; final points 3.01
Vardas3706         Pavarde3706  6  3  9  2  2  5  5  3  7  3  9  2  2  1  9  2 ; final points 3.01
Vardas5046         Pavarde5046  4  9  1  1  9  7  7 10  7  1  2  1  2  3  4  2 ; final points 3.01
Vardas8516         Pavarde8516  3  3  6  3  3  6  6 10  3  2  1  6  2  9  5  2 ; final points 3.01
Vardas7145         Pavarde7145  3  4  3  7  3  4  5  5  4  3  3  9  4  5  6  2 ; final points 3.01
Vardas2325         Pavarde2325  3  8  3  2 10  1  5  4  3  4 10  4  8  1  2  2 ; final points 3.01
Vardas216           Pavarde216  1  5  3  3  8  3  7  2  6  1  9  4  3  3 10  2 ; final points 3.01
Vardas8784         Pavarde8784  5  1  3  4 10  9  3  2  4  4  1  3  7  8  4  2 ; final points 3.01
Vardas8886         Pavarde8886  9  3  5  6  1  5  4  4  8  6  3  1  3  5  5  2 ; final points 3.01
Vardas1482         Pavarde1482  3  1  4  7  5  2  7  1  8  7  2  6  4  6  5  2 ; final points 3.01
Vardas2260         Pavarde2260  2  6  8  6  8  9  8  6  7  9  3 10  2  3  4  1 ; final points 3.03
Vardas1356         Pavarde1356  7  2 10  3  4  1  8  8 10  9  8  6  4 10  1  1 ; final points 3.03
Vardas3887         Pavarde3887  8  1  5  9  6  1  8  6  4  1  8 10 10  5  9  1 ; final points 3.03
Vardas8159         Pavarde8159 10  7  9  7  5 10  2  1  3  1 10  1  9  9  7  1 ; final points 3.03
Vardas9282         Pavarde9282  7  6  7  1  6  5 10  4  5  8  2 10  2  8 10  1 ; final points 3.03
Vardas2574         Pavarde2574  3  3  1 10  8 10  8 10  7  3  5  4 10  3  6  1 ; final points 3.03
Vardas6214         Pavarde6214  4  8  5 10  3  2  6 10  3  8  1  7  8 10  6  1 ; final points 3.03
Vardas4287         Pavarde4287  3  1 10  5  8  8  7  4  2 10  3  8  6 10  6  1 ; final points 3.03
Vardas6540         Pavarde6540  8  9 10  1  6  3  4  5  7  9  2  8  8  4  7  1 ; final points 3.03
Vardas9213         Pavarde9213 10  3  2  4  9  9  4  8  6 10  3  4  2  7 10  1 ; final points 3.03
Vardas9714         Pavarde9714  9  6  5  8  5  3  5  1  4  8  6  7  8  6 10  1 ; final points 3.03
Vardas2132         Pavarde2132 10  9  9  4 10  5  5  4  9  4  4  8  4  5  1  1 ; final points 3.03
Vardas8683         Pavarde8683  3  9  9  6  6  5 10  1 10  9  7  2  4  9  1  1 ; final points 3.03
Vardas5690         Pavarde5690  8  9  4  1  3  5  8  9  8 10  5  5  3  4  9  1 ; final points 3.03
Vardas70             Pavarde70  7  7  8  6  9  8  7  4 10  3  7  3  1  7  4  1 ; final points 3.03
Vardas4955         Pavarde4955  1 10  6  5 10  8  7  1  9  2  4  1 10  9  8  1 ; final points 3.03
Vardas1983         Pavarde1983  7  2  9  3  7 10  6 10  4  1  7  8  8  3  6  1 ; final points 3.03
Vardas476           Pavarde476  3  9  3  9  1  8  4  3  7  9  9  8  2  6 10  1 ; final points 3.03
Vardas1043         Pavarde1043  5  5  7  6  9  8  1  9 10  6  4  9  4  3  5  1 ; final points 3.03
Vardas6301         Pavarde6301  6  2  9  6  6  4 10 10  1  4  8  6  4  7  8  1 ; final points 3.03
Vardas406           Pavarde406  5  7  4  4  1  5  1  7  3  5  3  9  4  5  6  2 ; final points 3.04
Vardas5433         Pavarde5433  1  2  3  2  6  9  4  3  2  8  1  4  8 10  6  2 ; final points 3.04
Vardas7880         Pavarde7880  1  1  3  6 10  3  8  3  4  2  9  3  1  6  9  2 ; final points 3.04
Vardas5824         Pavarde5824  2  1  3  1  5 10  8  3  5  6  4  1  8  7  5  2 ; final points 3.04
Vardas1695         Pavarde1695  2  4  2  5  4  9  4  8  5  4  4  5  1  5  7  2 ; final points 3.04
Vardas9729         Pavarde9729  1  6  5  2  8  7  4  7  5  4  2  4  1  6  7  2 ; final points 3.04
Vardas2770         Pavarde2770  8  7  8  3  2  4  3  4  5  1  5  7  1  9  2  2 ; final points 3.04
Vardas1301         Pavarde1301  5  4  6 10  3  1  3  2  2  3 10  7 10  2  1  2 ; final points 3.04
Vardas921           Pavarde921  3  8  8  2  2  6  8  2  2  8  8  1  4  4  3  2 ; final points 3.04
Vardas3901         Pavarde3901  2  5  1  9  1  1  5  1  4  4  8  9  8  6  5  2 ; final points 3.04
Vardas3024         Pavarde3024  5  5 10  6  2  4  4  1  3  4  5  2  4  4 10  2 ; final points 3.04
Vardas9120         Pavarde9120  3  6  8 10  1  3  6  6  4  9  4  2  2  4  1  2 ; final points 3.04
Vardas4423         Pavarde4423  2 10  8  2  9  5  1  7  1 10  9  1  1  1  2  2 ; final points 3.04
Vardas2842         Pavarde2842  7  4  8  2  9  3  3  6  3  2  4  4  2  3  9  2 ; final points 3.04
Vardas8020         Pavarde8020  6  6  8  1 10 10 10 10  4  3  4  5  8  6  1  1 ; final points 3.05
Vardas6240         Pavarde6240  4  3 10  6  5  2 10  6  6  2  3 10  7 10  8  1 ; final points 3.05
Vardas8526         Pavarde8526  9  7  6  4  7  6 10  8  4  3  6  1  5  8  8  1 ; final points 3.05
Vardas8459         Pavarde8459  1  1  9  5  7  9  7  7 10  5  3  5  9 10  4  1 ; final points 3.05
Vardas1728         Pavarde1728  5  1  5  6  6 10  5  7 10  3 10  5  9  8  2  1 ; final points 3.05
Vardas9649         Pavarde9649  6  7  6  7  8  6  4  2  7  7 10  4  2  6 10  1 ; final points 3.05
Vardas5071         Pavarde5071  3  8  8  8 10  1  6  8  8 10  5  9  3  4  1  1 ; final points 3.05
Vardas3575         Pavarde3575  6  6  5  3  7  4  9  2  7  8  5  8  8 10  4  1 ; final points 3.05
Vardas9420         Pavarde9420  5  6 10  2  8  3  9 10  8  5  7  6  1  8  4  1 ; final points 3.05
Vardas3157         Pavarde3157 10  8  3 10  9  8  2  9  7  3  9  2  3  2  7  1 ; final points 3.05
Vardas1119         Pavarde1119 10  3 10  3  7  4  1  8  8 10 10  1  7  3  7  1 ; final points 3.05
Vardas4147         Pavarde4147  8  7 10  5  7  7  8  1  7  9  5  6  5  4  3  1 ; final points 3.05
Vardas7200         Pavarde7200  9  9  2  9  6 10  7  3  6  3  7  1  9  2  9  1 ; final points 3.05
Vardas9194         Pavarde9194  6  5 10  9  2  7  2 10  8  8  6  3  7  6  3  1 ; final points 3.05
Vardas2543         Pavarde2543  2  9  8  4  7  4 10  9  7  5  7  3  5  7  5  1 ; final points 3.05
Vardas4540         Pavarde4540  7  9  9  4  9 10  9  3  9  1  5  8  1  6  2  1 ; final points 3.05
Vardas8028         Pavarde8028  7  7  8  1  8  5  5  7  3 10  9  4  5  6  7  1 ; final points 3.05
Vardas7839         Pavarde7839  2  6  7  9  9  2  6  9  7  7  7  3  9  8  1  1 ; final points 3.05
Vardas7375         Pavarde7375  3  9  2  3  5  6 10 10  9  7  5  5  4  7  7  1 ; final points 3.05
Vardas8054         Pavarde8054  1  4  4  3  5  3  6  3  3  2  6  2  2  1  2  3 ; final points 3.05
Vardas4697         Pavarde4697  7  8  3 10  8  5  4  5  7 10  8  9  2  2  4  1 ; final points 3.05
Vardas4601         Pavarde4601  3  4  9 10 10 10  5  7  7  3  3  2 10  1  8  1 ; final points 3.05
Vardas8830         Pavarde8830  2  1  2  3  5  5  6  4  3  1  2  1  3  8  1  3 ; final points 3.05
Vardas8724         Pavarde8724  2  6  1 10 10  3  6  8 10  4  7  4  7  5  9  1 ; final points 3.05
Vardas9099         Pavarde9099  8  6  8  9  3  5  9  6  6  3  3  8  4  6  8  1 ; final points 3.05
Vardas1360         Pavarde1360  8 10  6  8  4  2  6  9  4  5  2  8  7  6  7  1 ; final points 3.05
